stud,sex,birth,sire,dam,taxon,name,death,events
0437,M,2 Jun 2004,0094,0095,styani,,,WINNIPEG       2 Jun 2004 E00206     Birth        DUSK            styani | GRANBY        25 Aug 2005 M04048     Transfer
0438,F,2 Jun 2004,0094,0095,styani,,2008-09-09,WINNIPEG       2 Jun 2004 E00207     Birth                        styani | 9 Sep 2008            Death | [Death by: Unknown means]
0439,M,3 Jun 2004,9536,9706,fulgens,,2007-09-30,SACRAMNTO      3 Jun 2004 101077     Birth        ROCCO           fulgens | TAUTPHAUS     14 Apr 2005 K5M013     Transfer | 30 Sep 2007           Death | [Death by: Unknown means]
0440,M,3 Jun 2004,9536,9706,fulgens,,,SACRAMNTO    3 Jun 2004 101075    Birth      LOUIE                  fulgens | TAUTPHAUS   14 Apr 2005 K5M012    Transfer
0441,M,3 Jun 2004,9536,9706,fulgens,,2004-06-06,SACRAMNTO    3 Jun 2004 101076    Birth                             fulgens | 6 Jun 2004           Death | [Death by: Unknown means]
0412,F,8 Jun 2004,9383,0020,styani,,,CINCINNAT    8 Jun 2004 104026    Birth      MALIKHA                styani | CALGARY     28 Sep 2005 107178    Transfer
0413,M,8 Jun 2004,9383,0020,styani,,,CINCINNAT    8 Jun 2004 104027    Birth                             styani | SEATTLE     16 Feb 2005 201754    Transfer
0457,M,10 Jun 2004,9446,97100,styani,JAZGA,,ZOORASIA    10 Jun 2004 ______    Birth                JAZGA 534C   styani
0458,F,10 Jun 2004,9446,97100,styani,KO-I,,ZOORASIA    10 Jun 2004 ______    Birth      KO-I      JAZGA 535C   styani | KUSHIRO Z    7 Jun 2006 ______    Transfer
0414,F,11 Jun 2004,9110,0204,fulgens,,2004-06-12,MILL MOUN   11 Jun 2004     516   Birth                             fulgens | 12 Jun 2004           Death | [Death by: Unknown means]
0415,F,11 Jun 2004,9110,0204,fulgens,,2004-06-13,MILL MOUN   11 Jun 2004     515   Birth                             fulgens | 13 Jun 2004           Death | [Death by: Unknown means]
0416,?,13 Jun 2004,9520,0003,fulgens,,2004-06-16,SCOTTSBLU   13 Jun 2004    1329   Birth                             fulgens | 16 Jun 2004           Death | [Death by: Unknown means]
0417,?,13 Jun 2004,9520,0003,fulgens,,2004-06-16,SCOTTSBLU   13 Jun 2004    1330   Birth                             fulgens | 16 Jun 2004           Death | [Death by: Unknown means]
0444,?,15 Jun 2004,9577,9247,fulgens,,2004-06-16,AMSTERDAM   15 Jun 2004 M04070    Birth                             fulgens | 16 Jun 2004           Death | [Death by: Unknown means]
0418,F,16 Jun 2004,0112,0105,fulgens,,,SOUTHBEND   16 Jun 2004   24049   Birth      NYIMA                  fulgens | INDIANAPL     18 Mar 2005 205078     Transfer
0419,F,16 Jun 2004,0112,0105,fulgens,,2008-01-22,SOUTHBEND     16 Jun 2004 24050      Birth      DA-NU                     fulgens | INDIANAPL     18 Mar 2005 205079     Transfer | FRANKLINP     16 Nov 2007 A07036     Transfer | 22 Jan 2008            Death | [Death by: Unknown means]
0420,M,17 Jun 2004,0209,9704,fulgens,,2004-06-17,OR WILDLF     17 Jun 2004 204904      Birth                               fulgens | 17 Jun 2004             Death | [Death by: Other/Unknown       Incinerate    Generalized   Unknown after necropsy]
0455,F,~17 Jun 2004,0051,0034,fulgens,,2005-01-04,RHENEN       ~17 Jun 2004   1002     Birth                                fulgens | 4 Jan 2005            Death | [Death by: Unknown means]
0456,?,~17 Jun 2004,0051,0034,fulgens,,2004-10-01,RHENEN       ~17 Jun 2004   1003     Birth                                fulgens | ~ 1 Oct 2004            Death | [Death by: Unknown means]
0459,F,17 Jun 2004,9997,9991,styani,JAZGA,,TOKYOTAMA     17 Jun 2004 ______     Birth                   JAZGA 536C   styani | NAGANO        29 Mar 2005 ______     Transfer | HIROSHIMA     17 Jun 2006 ______     Transfer
0460,F,17 Jun 2004,9997,9991,styani,JAZGA,,TOKYOTAMA     17 Jun 2004 ______     Birth                   JAZGA 537C   styani | TAIPEI        15 Dec 2005 ______     Transfer
0461,M,17 Jun 2004,0096,0086,styani,REN,,NAGANO        17 Jun 2004 ______     Birth      REN          JAZGA 538C   styani | KOCHI NOI     16 Dec 2006 ______     Transfer
0462,M,17 Jun 2004,0096,0086,styani,TYAO,,NAGANO        17 Jun 2004 ______     Birth      TYAO         JAZGA 539C   styani | TOKYOUENO     15 Dec 2006 ______     Transfer
0463,F,17 Jun 2004,0096,0086,styani,NANA,2008-11-27,NAGANO        17 Jun 2004 ______     Birth      NANA         JAZGA 540C   styani | 27 Nov 2008            Death | [Death by: Unknown means]
0421,M,18 Jun 2004,0104,0118,fulgens,,2005-08-10,ERIE          18 Jun 2004   1406     Birth      MONTGOMERY                fulgens | COLO SPRG     18 Jun 2004 24M092     Transfer | MILWAUKEE     30 Jun 2005   5215     Transfer | 10 Aug 2005            Death | [Death by: Unknown means]
0422,F,18 Jun 2004,0104,0118,fulgens,,2007-09-27,ERIE          18 Jun 2004    1407      Birth      POPPY                  fulgens | MILWAUKEE     30 Jun 2005    5216      Transfer | 27 Sep 2007              Death | [Death by: Unknown means]
0423,M,18 Jun 2004,0104,0118,fulgens,,2004-08-01,ERIE          18 Jun 2004    1408     Birth                              fulgens | 1 Aug 2004             Death | [Death by: Other/Unknown       Incinerate    Unknown (after necropsy)]
0409,M,20 Jun 2004,9650,9330,fulgens,,2004-07-22,DARJEELIN     20 Jun 2004   TDJ16      Birth                             fulgens | 22 Jul 2004              Death | [Death by: Unknown means]
0410,F,20 Jun 2004,9650,9330,fulgens,,2004-08-08,DARJEELIN     20 Jun 2004   TDJ17      Birth                             fulgens | 8 Aug 2004              Death | [Death by: Unknown means]
0447,F,22 Jun 2004,9936,0050,fulgens,,,BUSSOLENG     22 Jun 2004 AFF024       Birth                             fulgens | LIBEREC       21 Nov 2005 ______       Transfer
0498,F,22 Jun 2004,9309,9946,,,,WHIPSNADE     22 Jun 2004     968      Birth
0499,?,22 Jun 2004,9309,9946,,,2004-08-01,WHIPSNADE     22 Jun 2004     969      Birth | 1 Aug 2004              Death | [Death by: Unknown means]
0445,M,~24 Jun 2004,9663,9763,fulgens,,2006-09-26,BARCELONA ~24 Jun 2004        8827      Birth                             fulgens | ASSON       4 Jul 2005        2657      Transfer | 26 Sep 2006                  Death | [Death by: Unknown means]
0446,M,24 Jun 2004,9663,9763,fulgens,,2006-01-25,BARCELONA     24 Jun 2004   8828       Birth                             fulgens | PLOCK          6 Oct 2005 A20187       Transfer | 25 Jan 2006              Death | [Death by: Unknown means]
0466,M,26 Jun 2004,96105,UNK,,JAZGA,2004-06-28,HIRAKATA      26 Jun 2004 ______       Birth                JAZGA 543C | 28 Jun 2004              Death                             styani | [Death by: Other/Unknown       Unknown   Digestive     Unknown after necropsy]
0493,?,26 Jun 2004,9323,9750,fulgens,,2006-03-09,ESKILSTUN     26 Jun 2004    1624      Birth                             fulgens | 9 Mar 2006          Death | [Death by: Unknown means]
0424,F,27 Jun 2004,9381,9473,styani,,,CINCINNAT   27 Jun 2004 104032   Birth      ELLYANNA                styani | GRANBY       4 Nov 2005 M04050   Transfer
0425,F,27 Jun 2004,9804,9731,fulgens,,,SANDIEGOZ   27 Jun 2004 504153   Birth      Gretchen                fulgens | ERIE         2 Nov 2005   1480   Transfer | SEDGWICK     9 Apr 2009 12486    Transfer
0426,M,27 Jun 2004,9804,9731,fulgens,,,SANDIEGOZ   27 Jun 2004 504154   Birth                              fulgens | NY BRONX    11 Aug 2005 M05139   Transfer
0451,M,27 Jun 2004,0137,9830,fulgens,,2004-07-03,MADRID Z    27 Jun 2004   PR78   Birth                              fulgens | 3 Jul 2004          Death | [Death by: Unknown means]
0452,M,27 Jun 2004,0137,9830,fulgens,,2004-08-03,MADRID Z    27 Jun 2004   PR79   Birth                              fulgens | 3 Aug 2004          Death | [Death by: Unknown means]
0453,F,27 Jun 2004,0137,9832,fulgens,,,MADRID Z    27 Jun 2004   PR80   Birth      MAYA                    fulgens | PARIS JP    21 Feb 2006 MA6010   Transfer
0454,M,27 Jun 2004,0137,9832,fulgens,,,MADRID Z    27 Jun 2004   PR81   Birth      FERNANDO                fulgens | PLANCKNDL    4 Dec 2005 005014   Transfer
0464,M,28 Jun 2004,9998,9992,,APORO,,TOBE        28 Jun 2004 ______   Birth      APORO      JAZGA 541C | SEOL CGP    25 Apr 2005 M7233_   Transfer                           styani
0465,F,28 Jun 2004,9998,9992,,RUNA,,TOBE        28 Jun 2004 ______   Birth      RUNA       JAZGA 542C | OKAYAMA C   18 Apr 2005 ______   Transfer                           styani
0467,M,29 Jun 2004,0277,0256,styani,TORO,,HIGASHI M   29 Jun 2004   1248   Birth      TORO       JAZGA 544C   styani | ZOORASIA    11 Jul 2006 ______   Transfer
0468,F,29 Jun 2004,0277,0256,,RARA,,HIGASHI M   29 Jun 2004   1249   Birth      RARA       JAZGA 545C | ZOORASIA    11 Jul 2005 ______   Transfer                           styani
0469,M,29 Jun 2004,9791,9989,styani,SHI-REN,,TOHOKU PK   29 Jun 2004 ______   Birth      SHI-REN    JAZGA 546C   styani
0470,F,29 Jun 2004,9791,9989,styani,FOA-FOA,,TOHOKU PK   29 Jun 2004 ______   Birth      FOA-FOA    JAZGA 547C   styani | SEOUL         23 Sep 2008 ______       Transfer
0471,F,29 Jun 2004,8977,9444,,PI-PA,,TOHOKU PK     29 Jun 2004 ______       Birth       PI-PA   JAZGA 548C | BUENOSAIR      4 Jul 2005 ______       Transfer                          styani
0472,F,29 Jun 2004,8977,9444,,JAZGA,2004-06-30,TOHOKU PK     29 Jun 2004 ______       Birth               JAZGA 549C | 30 Jun 2004              Death                             styani | [Death by: Other/Unknown       Unknown   Digestive     Nutrition]
0427,M,1 Jul 2004,9804,9731,fulgens,,2004-07-04,SANDIEGOZ      1 Jul 2004 504152       Birth                             fulgens | 4 Jul 2004              Death | [Death by: Unknown means]
0428,M,2 Jul 2004,0111,0007,fulgens,,2004-07-05,SYRACUSE     2 Jul 2004 M04065      Birth                                fulgens | 5 Jul 2004             Death | [Death by: Environ/Behav conditions       Incinerate    Generalized    Unknown after necropsy]
0429,F,2 Jul 2004,0111,0007,fulgens,,,SYRACUSE       2 Jul 2004 M04066       Birth                             fulgens
0430,F,2 Jul 2004,0111,0007,fulgens,,2004-07-04,SYRACUSE     2 Jul 2004 M04067      Birth                                fulgens | 4 Jul 2004             Death | [Death by: Environ/Behav conditions       Incinerate    Generalized    Unknown after necropsy]
04103,F,3 Jul 2004,9642,9419,fulgens,,,FONTAINE       3 Jul 2004 77AF39       Birth                             fulgens | LEEUWARDE     12 Dec 2005 500595       Transfer
04104,F,3 Jul 2004,9642,9419,fulgens,,2004-09-03,FONTAINE       3 Jul 2004 77AF40       Birth                             fulgens | 3 Sep 2004              Death | [Death by: Unknown means]
0484,M,4 Jul 2004,93103,9784,fulgens,JAZGA,,HIGASHIIZ      4 Jul 2004 ______       Birth               JAZGA 550H    fulgens
0485,F,4 Jul 2004,93103,9784,fulgens,JAZGA,,HIGASHIIZ      4 Jul 2004 ______       Birth               JAZGA 551H    fulgens
0473,M,7 Jul 2004,8977,9445,,JAZGA,2004-07-08,TOHOKU PK      7 Jul 2004 ______       Birth               JAZGA 552C | 8 Jul 2004              Death                             styani | [Death by: Other/Unknown       Unknown   Generalized     Nutrition]
0474,?,7 Jul 2004,8977,9445,,JAZGA,2004-07-13,TOHOKU PK      7 Jul 2004 ______       Birth                JAZGA 553C | 13 Jul 2004              Death                             styani | [Death by: Other/Unknown       Unknown   Digestive     Unknown after necropsy]
0475,F,7 Jul 2004,8977,9445,styani,SHI-RU,,TOHOKU PK      7 Jul 2004 ______       Birth      SHI-RU   JAZGA 554C    styani
0494,M,8 Jul 2004,0071,0153,,,,BALLAUGH       8 Jul 2004   M0083      Birth | BRISTOL       17 Aug 2006    9500      Transfer
0495,F,8 Jul 2004,0071,0153,,,,BALLAUGH       8 Jul 2004 M0082        Birth | WP KIRKCU     24 Oct 2006 ______       Transfer
0476,M,9 Jul 2004,00102,0261,,RON,2005-06-21,EDOGAWA        9 Jul 2004 ______       Birth     RON       JAZGA 555C | 21 Jun 2005              Death                             styani | [Death by: Other/Unknown       Unknown   Generalized     Nutrition]
0477,M,10 Jul 2004,98024,9696,styani,TARA,,FUKUOKA       10 Jul 2004 ______       Birth      TARA     JAZGA 556C    styani | SENDAISHI      1 Feb 2006 ______       Transfer
0478,?,10 Jul 2004,01112,00103,styani,JAZGA,2004-07-10,NIHONDAIR     10 Jul 2004 ______       Birth                JAZGA 557C   styani | 10 Jul 2004              Death | [Death by: Other/Unknown       Unknown   Digestive     Unknown after necropsy]
0448,M,11 Jul 2004,9853,9739,fulgens,,,BUSSOLENG     11 Jul 2004 AFF025       Birth                             fulgens | LINZ ZOO      21 Oct 2005 ______       Transfer
0449,F,11 Jul 2004,9853,9739,fulgens,,,BUSSOLENG     11 Jul 2004 AFF026       Birth      BIANCA                 fulgens | AALBORG       16 Nov 2005 FUL13        Transfer
0479,M,13 Jul 2004,95107,UNK,styani,FUU,2006-11-06,AKITA         13 Jul 2004 ______       Birth      FUU      JAZGA 558C    styani | 6 Nov 2006              Death | [Death by: Unknown means]
0480,M,13 Jul 2004,95107,UNK,styani,RIKU,,AKITA         13 Jul 2004 ______       Birth      RIKU     JAZGA 559C    styani
0431,F,15 Jul 2004,0203,9465,fulgens,,2004-12-14,KNOXVILLE     15 Jul 2004   2897       Birth      MABEL                  fulgens | KANSASCTY     15 Jul 2004 M04040       Transfer | 14 Dec 2004              Death | [Death by: Unknown means]
0432,F,15 Jul 2004,0203,9465,fulgens,,,KNOXVILLE     15 Jul 2004   2898       Birth      GRACE                  fulgens | BOISE         18 Dec 2006 206015       Transfer
0496,F,15 Jul 2004,9547,9636,,,,DUBLIN        15 Jul 2004   AM019      Birth
0497,F,15 Jul 2004,9547,9636,,,,DUBLIN        15 Jul 2004   AM020      Birth
0481,F,16 Jul 2004,97111,93107,styani,NOA,,TOKYOTAMA   16 Jul 2004   4483    Birth      NOA       JAZGA 560C   styani | SENDAISHI    1 Feb 2006 ______    Transfer
0411,M,17 Jul 2004,01127,97116,fulgens,,2004-07-25,DARJEELIN   17 Jul 2004   TDJ18   Birth                             fulgens | 25 Jul 2004           Death | [Death by: Unknown means]
0433,F,17 Jul 2004,9350,0106,fulgens,,,CENTRALPK   17 Jul 2004 C04079    Birth      ROSE                   fulgens | SYRACUSE     6 Dec 2005 M05097    Transfer
0434,F,17 Jul 2004,9350,0106,fulgens,,,CENTRALPK   17 Jul 2004 C04080    Birth      SCARLET                fulgens | WHEELING    17 Nov 2005   3588    Transfer | GREENVISC   13 Nov 2008 M08005    Transfer
0435,F,18 Jul 2004,9604,9625,fulgens,,2006-11-09,KNOXVILLE   18 Jul 2004   2938    Birth      HAZEL                  fulgens | NY BRONX    14 Jun 2005 M05105    Transfer | 9 Nov 2006           Death | [Death by: Unknown means]
0436,F,18 Jul 2004,9604,9625,fulgens,,,KNOXVILLE   18 Jul 2004   2939    Birth      RUTH                   fulgens | CLEVELAND   12 Dec 2005 M51208    Transfer
04105,F,18 Jul 2004,9642,0237,fulgens,,,FONTAINE    18 Jul 2004 77AF41    Birth                             fulgens | EPE         12 Dec 2005 101423    Transfer | LEEUWARDE   13 Apr 2006 ______    Transfer | EPE         15 Jan 2007 101423    Transfer
04106,M,18 Jul 2004,9642,0237,fulgens,,,FONTAINE    18 Jul 2004 77AF42    Birth      GUISMO                 fulgens | SCHMIDING    7 Apr 2006 930962    Transfer
0450,F,19 Jul 2004,0133,0041,fulgens,,,GIVSKUD     19 Jul 2004 AILF05    Birth                             fulgens | BERLIN TP   16 Nov 2005 M03091    Transfer
04100,?,19 Jul 2004,9860,9637,,,,WP KIRKCU   19 Jul 2004 ______    Birth
04101,?,19 Jul 2004,9860,9637,,,,WP KIRKCU   19 Jul 2004 ______    Birth
04102,M,19 Jul 2004,9860,9637,,,,WP KIRKCU   19 Jul 2004 ______    Birth
0482,M,23 Jul 2004,9598,96109,styani,JAZGA,,HIROSHIMA   23 Jul 2004 ______    Birth                JAZGA 561C   styani
0483,M,23 Jul 2004,9598,96109,styani,JAZGA,,HIROSHIMA   23 Jul 2004 ______    Birth                 JAZGA 562C   styani
0442,M,28 Jul 2004,9968,9933,fulgens,,,AGRATE      28 Jul 2004   1494    Birth                              fulgens | ROTTERDAM   25 Apr 2006 ______    Transfer
0443,F,28 Jul 2004,9968,9933,fulgens,,2006-02-17,AGRATE    28 Jul 2004   1495      Birth                              fulgens | 17 Feb 2006             Death | [Death by: Environ/Behav conditions   Incinerate    No necropsy planned]
0486,F,29 Jul 2004,9434,9681,fulgens,JAZGA,,HIGASHIIZ   29 Jul 2004 ______    Birth                 JAZGA 563H   fulgens
0487,F,29 Jul 2004,9434,9681,fulgens,JAZGA,,HIGASHIIZ   29 Jul 2004 ______    Birth                 JAZGA 564H   fulgens
0403,M,9 Dec 2004,0292,9874,fulgens,,,MOGO         9 Dec 2004 A40040    Birth      SAM                     fulgens
0404,M,9 Dec 2004,0292,9874,fulgens,,2005-01-13,MOGO         9 Dec 2004 A40045    Birth                              fulgens | 13 Jan 2005           Death | [Death by: Unknown means]
0490,M,9 Dec 2004,9779,9588,fulgens,,,JOHANSBRG    9 Dec 2004   6558    Birth                              fulgens | BOSHOFF C    5 Oct 2005 ______    Transfer
0491,M,9 Dec 2004,9779,9588,fulgens,,2004-12-12,JOHANSBRG  9 Dec 2004   6559      Birth                              fulgens | 12 Dec 2004             Death | [Death by: Environ/Behav conditions   Incinerate    Digestive    Trauma]
0405,M,16 Dec 2004,0292,0291,fulgens,,,MOGO        16 Dec 2004 A40044    Birth      FRODO                   fulgens
0406,F,16 Dec 2004,0292,0291,fulgens,,2005-01-03,MOGO        16 Dec 2004 A40046    Birth                              fulgens | 3 Jan 2005           Death | [Death by: Unknown means]
0492,F,25 Dec 2004,00114,0065,fulgens,,,JOHANSBRG   25 Dec 2004   6591    Birth                              fulgens
0547,F,10 May 2005,9791,9988,styani,SHAN TOU,,TOHOKU PK   10 May 2005 ______    Birth      SHAN TOU   JAZGA 565C   styani | FARGO       21 Feb 2007 107002    Transfer
0500,F,16 May 2005,0094,0095,styani,,,WINNIPEG    16 May 2005 F00136    Birth      RUSTY                   styani | FARGO       31 Oct 2006 106011    Transfer
0501,M,16 May 2005,0094,0095,styani,,,WINNIPEG    16 May 2005 F00137    Birth      ROVER                   styani | COLUMBUS    31 Oct 2006 206087    Transfer
0525,M,6 Jun 2005,9924,0343,fulgens,,2005-07-16,MADRID Z       6 Jun 2005   PR83     Birth                                fulgens | 16 Jul 2005            Death | [Death by: Unknown means]
0526,F,6 Jun 2005,9924,0343,fulgens,,,MADRID Z       6 Jun 2005   PR84     Birth       MARIA                    fulgens | PRAHA         22 Dec 2006 260412     Transfer
